ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2001-02-16 00:00:00,ΑΔ-00095,2001-07-16 00:00:00,2026-07-16 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΚΟΝΙΤΣΑΣ,1.935,ΜΥΗΕ,2001-07,2001-29,4,21,299,1304
2001-02-08 00:00:00,ΑΔ-00080,2001-07-16 00:00:00,2026-07-16 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,10.2,ΑΙΟΛΙΚΑ ,2001-07,2001-29,5,22,299,1304
2001-01-02 00:00:00,ΑΔ-00082,2001-07-16 00:00:00,2041-03-23 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,0.4,ΑΙΟΛΙΚΑ ,2001-07,2001-29,6,27,476,2070
2001-02-08 00:00:00,ΑΔ-00063,2001-07-16 00:00:00,2026-07-16 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,7.8,ΑΙΟΛΙΚΑ ,2001-07,2001-29,5,22,299,1304
2001-02-07 00:00:00,ΑΔ-00084,2001-07-16 00:00:00,2041-07-15 00:00:00,ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟΥ,ΓΟΡΤΥΝΑΣ,4.95,ΑΙΟΛΙΚΑ ,2001-07,2001-29,5,22,479,2087
2001-02-08 00:00:00,ΑΔ-00085,2001-07-16 00:00:00,2051-07-16 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,0.5,ΑΙΟΛΙΚΑ ,2001-07,2001-29,5,22,599,2608
2001-02-19 00:00:00,ΑΔ-00086,2001-07-16 00:00:00,2041-07-15 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΚΑΡΠΑΘΟΥ,0.45,ΑΙΟΛΙΚΑ ,2001-07,2001-29,4,21,479,2087
2001-02-19 00:00:00,ΑΔ-00087,2001-07-16 00:00:00,2019-12-31 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΡΟΔΟΥ,11.7,ΑΙΟΛΙΚΑ ,2001-07,2001-29,4,21,221,963
2001-02-15 00:00:00,ΑΔ-00088,2001-07-16 00:00:00,2026-07-16 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,2.46,ΜΥΗΕ,2001-07,2001-29,4,21,299,1304
2001-02-19 00:00:00,ΑΔ-00089 ,2001-07-16 00:00:00,2026-07-16 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΑΡΓΙΘΕΑΣ,6.85,ΜΥΗΕ,2001-07,2001-29,4,21,299,1304
2001-02-19 00:00:00,ΑΔ-00090,2001-07-16 00:00:00,2026-07-16 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΘΕΣ/ΝΙΚΗΣ,ΧΑΛΚΗΔΟΝΟΣ,6.6,ΜΥΗΕ,2001-07,2001-29,4,21,299,1304
2001-02-19 00:00:00,ΑΔ-00093,2001-07-16 00:00:00,2026-07-16 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΒΕΡΟΙΑΣ,0.57,ΜΥΗΕ,2001-07,2001-29,4,21,299,1304
2001-02-08 00:00:00,ΑΔ-00081,2001-07-16 00:00:00,2026-07-16 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΦΥΛΗΣ,14.916,ΒΙΟΜΑΖΑ,2001-07,2001-29,5,22,299,1304
2001-02-08 00:00:00,ΑΔ-00083,2001-07-16 00:00:00,2026-07-16 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,1.5,ΑΙΟΛΙΚΑ ,2001-07,2001-29,5,22,299,1304
2001-02-19 00:00:00,ΑΔ-00106,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,0.5,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00117,2001-09-11 00:00:00,2026-09-11 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΑΣΠΡΟΠΥΡΓΟΥ,0.63,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00115,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,1.2,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00116,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,0.59,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00128,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,3.5,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-05 00:00:00,ΑΔ-00120,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΗΜΑΘΙΑΣ,ΝΑΟΥΣΑΣ,0.625,ΜΥΗΕ,2001-09,2001-37,7,31,299,1304
2001-02-19 00:00:00,ΑΔ-00121,2001-09-11 00:00:00,2051-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,4.5,ΜΥΗΕ,2001-09,2001-37,6,29,599,2608
2001-01-30 00:00:00,ΑΔ-00122,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,0.9,ΜΥΗΕ,2001-09,2001-37,7,32,299,1304
2001-02-16 00:00:00,ΑΔ-00123,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,0.22,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00124,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,0.95,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00125,2001-09-11 00:00:00,2051-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,0.935,ΜΥΗΕ,2001-09,2001-37,6,29,599,2608
2001-02-19 00:00:00,ΑΔ-00114,2001-09-11 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,14.25,ΑΙΟΛΙΚΑ ,2001-09,2001-37,6,29,464,2019
2001-02-19 00:00:00,ΑΔ-00126,2001-09-11 00:00:00,2051-09-11 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,1.95,ΜΥΗΕ,2001-09,2001-37,6,29,599,2608
2001-02-15 00:00:00,ΑΔ-00111,2001-09-11 00:00:00,2026-09-11 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,41.2,ΑΙΟΛΙΚΑ ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00110,2001-09-11 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,11.25,ΑΙΟΛΙΚΑ ,2001-09,2001-37,6,29,464,2019
2001-02-08 00:00:00,ΑΔ-00109,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,12.0,ΑΙΟΛΙΚΑ ,2001-09,2001-37,7,30,299,1304
2001-02-08 00:00:00,ΑΔ-00108,2001-09-11 00:00:00,2040-11-23 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.3,ΑΙΟΛΙΚΑ ,2001-09,2001-37,7,30,470,2045
2001-02-19 00:00:00,ΑΔ-00105,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,0.15,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00104,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΕΔΕΣΣΑΣ,0.06,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00103,2001-09-11 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,19.5,ΑΙΟΛΙΚΑ ,2001-09,2001-37,6,29,464,2019
2001-02-07 00:00:00,ΑΔ-00102,2001-09-11 00:00:00,2038-10-16 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΚΑΡΠΑΘΟΥ,0.5,ΑΙΟΛΙΚΑ ,2001-09,2001-37,7,30,445,1935
2001-02-14 00:00:00,ΑΔ-00112,2001-09-11 00:00:00,2026-09-11 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΛΑΡΙΣΑΣ,ΤΕΜΠΩΝ,0.65,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-14 00:00:00,ΑΔ-00113,2001-09-11 00:00:00,2026-09-11 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΛΕΡΟΥ,4.2,ΑΙΟΛΙΚΑ ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00201,2001-09-27 00:00:00,2026-09-27 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΙΩΑΝΝΙΤΩΝ,0.7,ΜΥΗΕ,2001-09,2001-39,7,31,299,1304
2001-02-19 00:00:00,ΑΔ-00157,2001-10-22 00:00:00,2026-10-22 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΑΙΓΙΑΛΕΙΑΣ,2.6,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-16 00:00:00,ΑΔ-00176,2001-10-22 00:00:00,2026-10-22 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,1.15,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-08 00:00:00,ΑΔ-00173,2001-10-22 00:00:00,2026-10-22 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,10.2,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,36,299,1304
2001-02-19 00:00:00,ΑΔ-00165,2001-10-22 00:00:00,2026-07-16 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,11.9,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,296,1290
2001-02-19 00:00:00,ΑΔ-00164,2001-10-22 00:00:00,2026-04-06 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,4.8,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,293,1276
2001-02-19 00:00:00,ΑΔ-00163,2001-10-22 00:00:00,2026-10-22 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,3.0,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00162,2001-10-22 00:00:00,2026-10-22 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΠΑΤΡΕΩΝ,5.5,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-07 00:00:00,ΑΔ-00161,2001-10-22 00:00:00,2026-10-21 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,9.0,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,36,299,1304
2001-02-08 00:00:00,ΑΔ-00160,2001-10-22 00:00:00,2026-10-22 00:00:00,ΗΠΕΙΡΟΥ,ΘΕΣΠΡΩΤΙΑΣ,ΦΙΛΙΑΤΩΝ,4.2,ΜΥΗΕ,2001-10,2001-43,8,36,299,1304
2001-02-19 00:00:00,ΑΔ-00159,2001-10-22 00:00:00,2026-10-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,7.65,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00177,2001-10-22 00:00:00,2026-10-22 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,4.1,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00222,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,17.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-16 00:00:00,ΑΔ-00224,2001-12-04 00:00:00,2026-12-04 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,17.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00221,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,4.5,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00215,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΤΡΟΙΖΗΝΙΑΣ,16.1,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00218,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,4.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00212,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΙΗΤΩΝ,0.56,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00209,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,1.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-15 00:00:00,ΑΔ-00207,2001-12-04 00:00:00,2020-12-14 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,4.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,228,992
2001-02-19 00:00:00,ΑΔ-00206,2001-12-04 00:00:00,2020-12-31 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΜΥΚΟΝΟΥ,1.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,228,995
2001-02-19 00:00:00,ΑΔ-00205,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,2.7,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00200,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,38.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00197,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΠΑΡΟΥ,3.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-27 00:00:00,ΑΔ-00194,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,40,299,1304
2001-02-27 00:00:00,ΑΔ-00193,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,40,299,1304
2001-02-19 00:00:00,ΑΔ-00192,2001-12-04 00:00:00,2026-12-04 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ-ΜΥΚΗΝΩΝ,2.0,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00191,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΡΟΔΟΥ,17.85,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-06-28 00:00:00,ΑΔ-00189,2001-12-04 00:00:00,2026-12-04 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΚΑΡΔΙΤΣΑΣ,ΜΟΥΖΑΚΙΟΥ,0.6,ΜΥΗΕ,2001-12,2001-49,5,22,299,1304
2001-02-19 00:00:00,ΑΔ-00188,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,1.3,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00187,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,0.15,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-10-08 00:00:00,ΑΔ-00186,2001-12-04 00:00:00,2026-12-04 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,20.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,1,8,299,1304
2001-02-19 00:00:00,ΑΔ-00185,2001-12-04 00:00:00,2020-07-07 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΣΑΜΟΥ,ΙΚΑΡΙΑΣ,0.84,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,223,970
2001-02-19 00:00:00,ΑΔ-00184,2001-12-04 00:00:00,2026-12-04 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,4.95,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00216,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,4.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00220,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,1.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00195,2001-12-04 00:00:00,2026-12-04 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,5.1,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00217,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΤΡΟΙΖΗΝΙΑΣ,11.05,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00211,2001-12-11 00:00:00,2026-12-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,1.65,ΜΥΗΕ,2001-12,2001-50,9,42,299,1304
2001-02-19 00:00:00,ΑΔ-00202,2001-12-11 00:00:00,2026-12-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,2.0,ΜΥΗΕ,2001-12,2001-50,9,42,299,1304
2001-02-19 00:00:00,ΑΔ-00223,2001-12-12 00:00:00,2020-12-20 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΕΛΙΓΑΛΑ,5.0,ΒΙΟΜΑΖΑ,2001-12,2001-50,9,42,228,992
2001-02-14 00:00:00,ΑΔ-00260,2001-12-27 00:00:00,2026-12-27 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΚΩ,4.2,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,45,299,1304
2001-02-16 00:00:00,ΑΔ-00228,2001-12-27 00:00:00,2026-12-27 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΖΙΤΣΑΣ,7.4,ΜΥΗΕ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00229,2001-12-27 00:00:00,2040-05-28 00:00:00,ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟΥ,ΜΑΛΕΒΙΖΙΟΥ,5.95,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,461,2004
2001-02-19 00:00:00,ΑΔ-00232,2001-12-27 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,5.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,461,2004
2001-02-19 00:00:00,ΑΔ-00233,2001-12-27 00:00:00,2026-12-27 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,0.82,ΜΥΗΕ,2001-12,2001-52,10,44,299,1304
2001-02-16 00:00:00,ΑΔ-00234,2001-12-27 00:00:00,2026-12-27 00:00:00,ΗΠΕΙΡΟΥ,ΙΩΑΝΝΙΝΩΝ,ΖΙΤΣΑΣ,7.4,ΜΥΗΕ,2001-12,2001-52,10,44,299,1304
