ΗΜΕΡΟΜΗΝΙΑ ΥΠΟΒΟΛΗΣ ΑΙΤΗΣΗΣ,AΡΙΘΜΟΣ ΜΗΤΡΩΟΥ ΑΔΕΙΩΝ,ΗΜΕΡΟΜΗΝΙΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΗΜΕΡΟΜΗΝΙΑ ΛΗΞΗΣ ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΠΕΡΙΦΕΡΕΙΑ,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ,ΔΗΜΟΣ,ΜΕΓΙΣΤΗ ΙΣΧΥΣ (MW),ΤΕΧΝΟΛΟΓΙΑ,ΜΗΝΑΣ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΕΒΔΟΜΑΔΑ ΕΚΔ. ΑΔ.ΠΑΡΑΓΩΓΗΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΣΤΗΜΑ ΕΓΚΡΙΣΗΣ ΣΕ ΕΒΔΟΜΑΔΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΜΗΝΕΣ,ΔΙΑΡΚΕΙΑ ΑΔΕΙΑΣ ΣΕ ΕΒΔΟΜΑΔΕΣ
2001-01-30 00:00:00,ΑΔ-00122,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,0.9,ΜΥΗΕ,2001-09,2001-37,7,32,299,1304
2001-02-16 00:00:00,ΑΔ-00123,2001-09-11 00:00:00,2026-09-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,0.22,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00124,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,0.95,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00125,2001-09-11 00:00:00,2051-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,0.935,ΜΥΗΕ,2001-09,2001-37,6,29,599,2608
2001-02-19 00:00:00,ΑΔ-00126,2001-09-11 00:00:00,2051-09-11 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΤΡΙΚΑΛΩΝ,ΜΕΤΕΩΡΩΝ,1.95,ΜΥΗΕ,2001-09,2001-37,6,29,599,2608
2001-02-19 00:00:00,ΑΔ-00128,2001-09-11 00:00:00,2026-09-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,3.5,ΜΥΗΕ,2001-09,2001-37,6,29,299,1304
2001-02-19 00:00:00,ΑΔ-00157,2001-10-22 00:00:00,2026-10-22 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΑΙΓΙΑΛΕΙΑΣ,2.6,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00159,2001-10-22 00:00:00,2026-10-22 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,7.65,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,299,1304
2001-02-07 00:00:00,ΑΔ-00161,2001-10-22 00:00:00,2026-10-21 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΑΡΥΣΤΟΥ,9.0,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,36,299,1304
2001-02-19 00:00:00,ΑΔ-00162,2001-10-22 00:00:00,2026-10-22 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΠΑΤΡΕΩΝ,5.5,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00163,2001-10-22 00:00:00,2026-10-22 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,3.0,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00164,2001-10-22 00:00:00,2026-04-06 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,4.8,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,293,1276
2001-02-19 00:00:00,ΑΔ-00165,2001-10-22 00:00:00,2026-07-16 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΑΓΙΟΥ ΝΙΚΟΛΑΟΥ,11.9,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,35,296,1290
2001-02-08 00:00:00,ΑΔ-00173,2001-10-22 00:00:00,2026-10-22 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,10.2,ΑΙΟΛΙΚΑ ,2001-10,2001-43,8,36,299,1304
2001-02-16 00:00:00,ΑΔ-00176,2001-10-22 00:00:00,2026-10-22 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΦΘΙΩΤΙΔΑΣ,ΜΑΚΡΑΚΩΜΗΣ,1.15,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00177,2001-10-22 00:00:00,2026-10-22 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,4.1,ΜΥΗΕ,2001-10,2001-43,8,35,299,1304
2001-02-19 00:00:00,ΑΔ-00184,2001-12-04 00:00:00,2026-12-04 00:00:00,ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΓΡΕΒΕΝΩΝ,ΓΡΕΒΕΝΩΝ,4.95,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00185,2001-12-04 00:00:00,2020-07-07 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΣΑΜΟΥ,ΙΚΑΡΙΑΣ,0.84,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,223,970
2001-10-08 00:00:00,ΑΔ-00186,2001-12-04 00:00:00,2026-12-04 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,20.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,1,8,299,1304
2001-02-19 00:00:00,ΑΔ-00187,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,0.15,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00188,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΠΕΛΛΑΣ,ΑΛΜΩΠΙΑΣ,1.3,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00191,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΡΟΔΟΥ,17.85,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00192,2001-12-04 00:00:00,2026-12-04 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΓΟΛΙΔΑΣ,ΑΡΓΟΥΣ-ΜΥΚΗΝΩΝ,2.0,ΜΥΗΕ,2001-12,2001-49,9,41,299,1304
2001-02-27 00:00:00,ΑΔ-00193,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,40,299,1304
2001-02-27 00:00:00,ΑΔ-00194,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΧΙΟΥ,ΧΙΟΥ,0.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,40,299,1304
2001-02-19 00:00:00,ΑΔ-00195,2001-12-04 00:00:00,2026-12-04 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,5.1,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00197,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΠΑΡΟΥ,3.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00200,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,38.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00202,2001-12-11 00:00:00,2026-12-11 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΕΡΡΩΝ,2.0,ΜΥΗΕ,2001-12,2001-50,9,42,299,1304
2001-02-19 00:00:00,ΑΔ-00205,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,2.7,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00206,2001-12-04 00:00:00,2020-12-31 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΜΥΚΟΝΟΥ,1.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,228,995
2001-02-15 00:00:00,ΑΔ-00207,2001-12-04 00:00:00,2020-12-14 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,4.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,228,992
2001-02-19 00:00:00,ΑΔ-00209,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΝΑΞΟΥ ΚΑΙ ΜΙΚΡΩΝ ΚΥΚΛΑΔΩΝ,1.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00211,2001-12-11 00:00:00,2026-12-11 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΚΑΡΠΕΝΗΣΙΟΥ,1.65,ΜΥΗΕ,2001-12,2001-50,9,42,299,1304
2001-02-19 00:00:00,ΑΔ-00212,2001-12-04 00:00:00,2026-12-04 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΙΗΤΩΝ,0.56,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00215,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΤΡΟΙΖΗΝΙΑΣ,16.1,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00216,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,4.8,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00217,2001-12-04 00:00:00,2026-12-04 00:00:00,ΑΤΤΙΚΗΣ,ΑΤΤΙΚΗΣ,ΤΡΟΙΖΗΝΙΑΣ,11.05,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00218,2001-12-04 00:00:00,2026-12-04 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΛΕΣΒΟΥ,ΛΕΣΒΟΥ,4.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00220,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,1.2,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00221,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,4.5,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00222,2001-12-04 00:00:00,2026-12-04 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΣΕΡΡΩΝ,ΣΙΝΤΙΚΗΣ,17.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00223,2001-12-12 00:00:00,2020-12-20 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΜΕΛΙΓΑΛΑ,5.0,ΒΙΟΜΑΖΑ,2001-12,2001-50,9,42,228,992
2001-02-16 00:00:00,ΑΔ-00224,2001-12-04 00:00:00,2026-12-04 00:00:00,ΘΕΣΣΑΛΙΑΣ,ΜΑΓΝΗΣΙΑΣ,ΑΛΜΥΡΟΥ,17.0,ΑΙΟΛΙΚΑ ,2001-12,2001-49,9,41,299,1304
2001-02-19 00:00:00,ΑΔ-00229,2001-12-27 00:00:00,2040-05-28 00:00:00,ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟΥ,ΜΑΛΕΒΙΖΙΟΥ,5.95,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,461,2004
2001-02-19 00:00:00,ΑΔ-00232,2001-12-27 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,5.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,461,2004
2001-02-19 00:00:00,ΑΔ-00233,2001-12-27 00:00:00,2026-12-27 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,ΝΑΥΠΑΚΤΙΑΣ,0.82,ΜΥΗΕ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00235,2001-12-27 00:00:00,2026-12-27 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,29.55,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-16 00:00:00,ΑΔ-00240,2001-12-27 00:00:00,2026-12-27 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΜΕΣΣΗΝΙΑΣ,ΠΥΛΟΥ-ΝΕΣΤΟΡΟΣ,6.8,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00243,2001-12-27 00:00:00,2026-12-27 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,6.75,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00247,2001-12-27 00:00:00,2026-12-27 00:00:00,ΙΟΝΙΩΝ ΝΗΣΙΩΝ,ΚΕΦ/ΝΙΑΣ,ΚΕΦΑΛΟΝΙΑΣ,20.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00253,2001-12-27 00:00:00,2026-12-27 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΘΕΣ/ΝΙΚΗΣ,ΘΕΡΜΗΣ,5.05,ΒΙΟΜΑΖΑ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00254,2001-12-27 00:00:00,2040-05-28 00:00:00,ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΣΑΜΟΥ,ΙΚΑΡΙΑΣ,0.6,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,461,2004
2001-02-19 00:00:00,ΑΔ-00255,2001-12-27 00:00:00,2026-12-27 00:00:00,ΚΡΗΤΗΣ,ΗΡΑΚΛΕΙΟΥ,ΑΡΧΑΝΩΝ - ΑΣΤΕΡΟΥΣΙΩΝ,5.95,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00256,2001-12-27 00:00:00,2026-12-27 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΑΡΚΑΔΙΑΣ,ΝΟΤΙΑΣ ΚΥΝΟΥΡΙΑΣ,24.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00257,2001-12-27 00:00:00,2020-06-30 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,7.2,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,222,965
2001-02-19 00:00:00,ΑΔ-00258,2001-12-27 00:00:00,2020-06-30 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,11.7,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,222,965
2001-02-19 00:00:00,ΑΔ-00259,2001-12-27 00:00:00,2026-12-27 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,2.7,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-14 00:00:00,ΑΔ-00260,2001-12-27 00:00:00,2026-12-27 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΚΩ,4.2,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,45,299,1304
2001-02-15 00:00:00,ΑΔ-00261,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,46.3,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,45,299,1304
2001-02-15 00:00:00,ΑΔ-00262,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΣΟΥΦΛΙΟΥ,6.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,45,299,1304
2001-02-19 00:00:00,ΑΔ-00263,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,11.7,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00264,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,7.5,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00265,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,24.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00266,2001-12-27 00:00:00,2026-12-27 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΣΟΥΦΛΙΟΥ - ΑΡΡΙΑΝΩΝ,26.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00267,2001-12-27 00:00:00,2026-12-27 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,18.9,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00268,2001-12-27 00:00:00,2021-08-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΕΒΡΟΥ,ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,4.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,236,1026
2001-02-19 00:00:00,ΑΔ-00269,2001-12-27 00:00:00,2026-12-27 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΘΗΒΑΙΩΝ,25.5,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00272,2001-12-27 00:00:00,2026-12-27 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,9.35,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00275,2001-12-27 00:00:00,2021-03-03 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΘΗΡΑΣ,1.32,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,230,1000
2001-02-05 00:00:00,ΑΔ-00278,2001-12-27 00:00:00,2026-12-27 00:00:00,ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΘΕΣ/ΝΙΚΗΣ,ΔΕΛΤΑ,2.5,ΒΙΟΜΑΖΑ,2001-12,2001-52,10,46,299,1304
2001-02-19 00:00:00,ΑΔ-00282,2001-12-27 00:00:00,2026-12-27 00:00:00,ΚΡΗΤΗΣ,ΛΑΣΙΘΙΟΥ,ΣΗΤΕΙΑΣ,3.0,ΑΙΟΛΙΚΑ ,2001-12,2001-52,10,44,299,1304
2001-02-19 00:00:00,ΑΔ-00283,2002-01-24 00:00:00,2027-01-24 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΒΟΙΑΣ,ΚΥΜΗΣ-ΑΛΙΒΕΡΙΟΥ,2.5,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00285,2002-01-24 00:00:00,2027-01-24 00:00:00,ΔΥΤΙΚΗΣ ΕΛΛΑΔΟΣ,ΑΧΑΙΑΣ,ΕΡΥΜΑΝΘΟΥ,2.0,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00288,2002-01-24 00:00:00,2027-01-24 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,10.2,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00290,2002-01-24 00:00:00,2027-01-24 00:00:00,ΠΕΛΟΠΟΝΝΗΣΟΥ,ΛΑΚΩΝΙΑΣ,ΜΟΝΕΜΒΑΣΙΑΣ,17.1,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00291,2002-01-24 00:00:00,2027-01-24 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΚΥΚΛΑΔΩΝ,ΣΙΦΝΟΥ,1.2,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00292,2002-01-24 00:00:00,2027-01-24 00:00:00,ΝΟΤΙΟΥ ΑΙΓΑΙΟΥ,ΔΩΔΕΚΑΝΗΣΟΥ,ΡΟΔΟΥ,4.95,ΑΙΟΛΙΚΑ ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00294,2002-01-24 00:00:00,2027-01-24 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΕΥΡΥΤΑΝΙΑΣ,ΑΓΡΑΦΩΝ,11.2,ΜΥΗΕ,2002-01,2002-03,11,48,299,1304
2001-02-19 00:00:00,ΑΔ-00304,2002-03-15 00:00:00,2040-05-28 00:00:00,ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ ΚΑΙ ΘΡΑΚΗΣ,ΡΟΔΟΠΗΣ,ΑΡΡΙΑΝΩΝ,6.75,ΑΙΟΛΙΚΑ ,2002-03,2002-10,12,55,458,1993
2001-02-19 00:00:00,ΑΔ-00306,2002-03-15 00:00:00,2027-03-15 00:00:00,ΣΤΕΡΕΑΣ ΕΛΛΑΔΟΣ,ΒΟΙΩΤΙΑΣ,ΤΑΝΑΓΡΑΣ,30.0,ΑΙΟΛΙΚΑ ,2002-03,2002-10,12,55,299,1304
